query_id,item_id
a00260,i22911
a00260,i22720
a00260,s39
a00260,i2261
a00261,i2299
a00261,i22910
a00261,i22911
a00261,s39
a00261,s123
a00261,i16843
a00262,i2299
a00262,i22910
a00263,i2299
a00263,i22910
a00263,i22911
a00263,i22720
a00263,i2264
a00264,i2261
a00265,s123
a00265,i2299
a00265,i22910
a00265,i22911
a00265,i22720
a00266,i2299
a00266,i22910
a00266,i22911
a00266,i2262
a00266,s123
a00266,i20042
a00266,i1685
a00266,i131
a00266,i17137
a00268,i2299
a00268,i22910
a00268,i22911
a00268,s123
a00268,s39
a00268,i22720
a00273,i1685
a00274,i22720
a00274,s123
a00274,s39
a00275,i22720
a00275,i2261
a00275,i2299
a00275,i22910
a00275,i22911
a00276,s123
a00276,i2299
a00276,i22910
a00276,i22911
a00276,i22720
a00276,i21912
a00277,i2299
a00277,i22910
a00277,i22911
a00277,i2264
a00278,i2261
a00278,i22720
a00278,s123
a00278,i16843
a00278,s39
a00278,i2264
a00279,i2299
a00279,i22910
a00279,i22911
a00280,i2261
a00280,i2299
a00280,i22910
a00280,i22911
a00280,s39
a00280,i22720
a00280,i2264
a00280,i23638
a00280,i555
a00281,i1685
a00281,i2261
a00281,i16340
a00281,i21716
a00281,i21725
a00281,i5650
a00281,i2484
a00281,s0062
a00281,i18819
a00282,i2299
a00282,i22910
a00282,i22911
a00282,i16839
a00282,s00356
a00282,s00364
a00284,i6911
a00284,i2484
a00284,i113
a00284,i5650
a00285,i2299
a00285,i22910
a00285,i22911
a00286,s123
a00287,i2299
a00287,i22910
a00287,i22911
a00287,i22720
a00288,s123
a00288,i2261
a00289,s123
a00290,i2299
a00290,i22910
a00290,i22911
a00290,i18520
a00290,i4941
a00290,i25144
a00290,i19112
a00290,i1027
a00290,i5824
a00291,s123
a00291,i2299
a00291,i22910
a00291,i22911
a00292,i2299
a00292,i22910
a00292,i22911
a00293,i22720
a00295,i2299
a00295,i22910
a00295,i22911
a00298,i2358
a00298,i3221
a00298,i20242
a00298,i2353
a00299,i104
a00299,i16150
a00299,i5349
a00299,i5731
a00299,i2008
a00300,i2358
a00300,i2351
a00300,i697
a00300,i2353
a00300,i23644
a00300,i104
a00301,i2351
a00301,i2358
a00301,i2353
a00301,i23450
a00302,i4535
a00302,i104
a00302,i2008
a00302,i5349
a00302,i299
a00302,i16536
a00302,s00640
a00302,i2484
a00302,s00348
a00303,s00334
a00303,i23450
a00303,i2358
a00303,i2351
a00304,i2358
a00304,i2351
a00304,i2484
a00304,i104
a00304,i2353
a00304,i1624
a00304,i19112
a00305,i2351
a00305,i2358
a00305,i2353
a00305,i23450
a00305,i557
a00306,i2358
a00306,i2351
a00306,i2353
a00306,i2355
a00306,i515
a00306,s00441
a00306,i723
a00307,i921
a00307,i15821
a00307,i20043
a00307,i20044
a00307,i15833
a00307,i15831
a00307,i15832
a00307,i16150
a00307,i13917
a00307,i2008
a00307,i15826
a00307,i19321
a00307,i15827
a00307,i15834
a00307,i15818
a00308,i23450
a00308,i2351
a00308,i2358
a00309,i23450
a00309,i16150
a00310,i6140
a00310,i21836
a00310,i16549
a00310,i6139
a00310,i20035
a00310,i19439
a00310,i104
a00310,i16921
a00310,i2484
a00310,i18718
a00311,i21
a00311,i22
a00311,i23
a00311,i24
a00311,i25
a00311,s47
a00311,i19129
a00311,s00722
a00311,s00723
a00312,i21
a00312,i22
a00312,i23
a00312,i25
a00313,i2355
a00313,i16150
a00313,i17137
a00313,i3321
a00313,i637
a00314,i21
a00314,i22
a00314,i23
a00314,i24
a00314,i25
a00314,i1619
a00314,i141
a00314,i25331
a00314,i25744
a00314,i13917
a00314,i1048
a00314,i1592
a00314,i21924
a00314,i2723
a00315,s125
a00315,i2095
a00315,v01217
a00315,i6422
a00315,s54
a00315,i25023
a00315,v00301
a00315,s22
a00315,i18037
a00316,i22150
a00316,i2950
a00316,i22918
a00316,i52
a00316,i23450
a00316,i1028
a00316,i13917
a00316,i16631
a00316,i22044
a00316,i16150
a00316,i624
a00316,i22137
a00316,i2723
a00316,i22045
a00316,i1466
a00317,i2723
a00317,i23450
a00317,i2351
a00317,i2358
a00317,i52
a00317,i16150
a00317,i6829
a00317,i2353
a00318,i16150
a00318,i2353
a00318,i6034
a00319,i23450
a00319,i2358
a00319,i2351
a00319,s0023
a00320,i2358
a00320,i23450
a00320,i2351
a00320,i3221
a00321,i25425
a00321,i2351
a00321,i3221
a00321,i2358
a00321,i5049
a00321,i5825
a00321,i2352
a00322,s00892
a00323,i2723
a00323,i52
a00323,i42
a00323,i44
a00323,i23450
a00323,i1567
a00323,i624
a00323,i6829
a00323,i2351
a00323,i642
a00323,i2358
a00324,i23450
a00324,i23644
a00325,i21834
a00325,s00102
a00325,i19114
a00326,i25537
a00326,i17727
a00326,i5220
a00326,i5230
a00326,i5232
a00326,i5233
a00326,i5234
a00326,i5235
a00326,i5236
a00326,i5237
a00326,i5238
a00326,i5239
a00326,i5242
a00326,i5243
a00326,i5219
a00326,i5240
a00326,i5241
a00326,i5244
a00326,i5245
a00326,i5246
a00326,i5226
a00326,i427
a00326,i428
a00326,i4211
a00326,i5224
a00326,i5225
a00327,i5443
a00327,i21418
a00327,v02524
a00327,i5247
a00327,i19728
a00327,i1048
a00327,i5227
a00327,i21343
a00327,i5220
a00327,i5230
a00327,i5232
a00327,i5233
a00327,i5234
a00327,i5235
a00327,i5236
a00327,i5237
a00327,i5238
a00327,i5239
a00327,i5242
a00327,i5243
a00327,i5245
a00328,i23450
a00328,i2358
a00328,i2351
a00329,i23450
a00329,i16536
a00329,i2351
a00329,i16150
a00330,i21343
a00330,i21418
a00330,s00572
a00330,i2202
a00330,i2203
a00330,i21949
a00330,i21950
a00330,i25432
a00330,i25433
a00330,i5443
a00330,i125
a00330,i419
a00330,i4111
a00330,i2608
a00330,i19728
a00330,i1048
a00330,i3520
a00330,i19440
a00330,s00594
a00330,i3629
a00330,i307
a00331,i23450
a00333,i697
a00333,s54
a00333,i15712
a00333,i124
a00333,i19142
a00333,i2351
a00333,i19114
a00334,i21343
a00334,i21418
a00334,i21949
a00334,i21950
a00334,i2202
a00334,i2203
a00334,i25432
a00334,i25433
a00334,i19728
a00334,i1048
a00334,v02799
a00334,i5246
a00334,v01170
a00334,v02524
a00334,i5220
a00334,i5230
a00334,i5232
a00334,i5233
a00334,i5234
a00334,i5235
a00334,i5236
a00334,i5237
a00334,i5238
a00334,i5239
a00334,i5243
a00335,s0057
a00335,i20833
a00335,i5731
a00335,i2468
a00335,i5339
a00335,i16544
a00335,s00377
a00336,i2358
a00336,i2351
a00337,s0018
a00337,s00105
a00337,i23450
a00338,i2358
a00338,i2353
a00339,i2353
a00339,v00353
a00339,i2358
a00339,i2351
a00339,i20526
a00339,i1721
a00339,i1639
a00340,i23450
a00340,i2353
a00340,i2351
a00340,i2358
a00341,i2353
a00341,i24445
a00341,i6139
a00341,i23450
a00342,i2351
a00342,i2358
a00342,i2353
a00342,i21737
a00343,i25425
a00343,i1949
a00343,i6140
a00343,i17137
a00343,i19132
a00343,i2358
a00344,i2351
a00344,i2358
a00345,i5443
a00345,s00914
a00345,i1048
a00345,i5824
a00345,i25710
a00345,v02524
a00345,s00602
a00345,i5227
a00345,i1619
a00345,i5246
a00345,i25432
a00345,i25433
a00345,i5247
a00345,i5228
a00345,i5229
a00346,i25218
a00346,i52
a00346,i21924
a00346,i2846
a00346,i1567
a00346,i21919
a00346,i21920
a00346,s00631
a00346,i20219
a00346,i352
a00346,i22018
a00346,i697
a00346,i22137
a00346,i2144
a00346,s00283
a00346,i2669
a00346,i356
a00346,i20730
a00347,s54
a00347,i697
a00347,i2351
a00348,i2358
a00348,i2351
a00348,i2353
a00349,i2351
a00349,i2358
a00349,i16150
a00349,i104
a00349,i23450
a00349,i921
a00349,i19114
a00350,i6139
a00350,i2353
a00350,i6140
a00350,i19132
a00350,i2351
a00350,i24445
a00350,i2484
a00350,i6141
a00351,i2358
a00351,i2351
a00351,i23450
a00351,v01437
a00351,s0023
a00352,i2358
a00352,i2351
a00352,i20530
a00353,i2358
a00353,i19119
a00353,i2353
a00353,i2351
a00353,i216
a00353,i217
a00353,i218
a00353,i224
a00354,i23450
a00355,i697
a00355,s00468
a00355,i4817
a00355,s00161
a00355,s00162
a00355,i3433
a00355,s00283
a00356,i2358
a00356,v00158
a00357,v02681
a00358,i23450
a00358,i23644
a00358,i335
a00358,i13917
a00359,s00640
a00359,s00325
a00359,s00722
a00359,s00723
a00360,i1721
a00360,i2353
a00360,v00353
a00360,i2358
a00360,i20833
a00362,i1685
a00362,i2649
a00362,i2834
a00362,i1229
a00362,i5214
a00362,i1221
a00362,i20516
a00362,i14522
a00362,i1214
a00362,i1226
a00362,i1888
a00362,i2847
a00362,i21123
a00362,i1216
a00362,i4825
a00362,i23616
a00362,i2730
a00362,i1222
a00362,i112
a00363,i1221
a00363,i5214
a00363,i1685
a00363,i4825
a00363,v01608
a00363,i1888
a00363,i20516
a00363,i1226
a00363,i1230
a00363,i20519
a00363,i5717
a00363,i19923
a00363,i21733
a00363,i2834
a00363,s10
a00363,i599
a00363,i2849
a00363,i1216
a00363,i1220
a00364,i2834
a00364,i7122
a00364,i20516
a00364,i13910
a00364,i13820
a00364,i2301
a00364,i20520
a00364,i14549
a00364,i1474
a00364,i1475
a00364,i14118
a00364,i13742
a00364,i13743
a00364,i1925
a00364,i403
a00364,i3825
a00364,i20028
a00364,i545
a00364,i1229
a00364,i1383
a00364,i7011
a00364,i13744
a00364,i14028
a00364,i3736
a00364,i377
a00364,i16810
a00364,i14348
a00364,i14347
a00365,s00704
a00365,i1415
a00365,s00364
a00365,i23535
a00365,i23621
a00366,i2008
a00366,i25349
a00366,i1592
a00366,i2541
a00366,i6616
a00366,i2314
a00366,i18535
a00366,i25234
a00367,s00657
a00367,s00921
a00367,s00880
a00367,s00704
a00367,s00652
a00367,s00740
a00367,s00741
a00367,s00616
a00367,s00617
a00367,s00730
a00367,s00731
a00367,s00655
a00367,s00698
a00367,s00837
a00367,s00838
a00367,s00685
a00367,s00644
a00367,s00726
a00367,s00648
a00367,s00586
a00367,s00567
a00368,i2508
a00368,i2113
a00368,i21736
a00368,i1036
a00368,i3232
a00368,i5937
a00368,i18535
a00368,i21847
a00368,i25650
a00368,i5938
a00368,i5936
a00368,i18819
a00368,i2042
a00368,i3325
a00368,i21725
a00368,i5931
a00368,i5933
a00368,i3324
a00368,i3326
a00368,i6911
a00368,i16720
a00368,i2101
a00368,i21037
a00369,i2113
a00369,i2115
a00369,i16246
a00369,i16244
a00369,i23229
a00369,i3514
a00369,i2369
a00370,s00895
a00370,s00294
a00371,s00690
a00371,s00892
a00371,s00659
a00371,v00426
a00371,i15631
a00371,i18546
a00371,i20031
a00371,i2515
a00371,s00809
a00371,s00810
a00371,s00854
a00371,i2818
a00371,s00928
a00371,i4749
a00371,i1964
a00371,i18520
a00371,i16921
a00371,i25743
a00371,i19112
a00371,i20035
a00371,i19439
a00372,i2838
a00372,i21748
a00372,i21736
a00372,i2178
a00372,i3514
a00372,i2182
a00372,i21725
a00372,i1036
a00372,i2484
a00372,i2042
a00372,i2113
a00372,i2623
a00372,i18535
a00372,i25344
a00372,i16313
a00372,i16720
a00372,i21847
a00372,i6911
a00372,i6725
a00372,i2101
a00373,s00346
a00373,s00347
a00373,i21737
a00373,v00353
a00373,v02681
a00373,v03338
a00373,s00468
a00373,s00321
a00373,s00819
a00374,i19129
a00374,i21
a00374,i22
a00374,i23
a00374,i24
a00374,i25
a00374,i16547
a00374,i5733
a00374,i6034
a00374,i18527
a00374,i6111
a00374,i19015
a00374,i16126
a00374,i24925
a00374,i21521
a00374,i292
a00374,i21740
a00374,i176
a00374,i1150
a00374,i21722
a00374,i3431
a00374,i547
a00376,i16836
a00376,i16834
a00376,i16126
a00376,i16841
a00376,s00713
a00376,i16839
a00376,i204
a00376,i26020
a00376,i5716
a00376,i2568
a00376,v02681
a00376,i206
a00376,i6113
a00376,i22928
a00376,i16837
a00376,i16835
a00376,i20045
a00376,v01437
a00377,i16834
a00377,i16126
a00377,i16836
a00377,i527
a00377,i16841
a00377,i1028
a00377,i16839
a00377,i24147
a00377,i22928
a00377,i2536
a00377,i18520
a00377,i16835
a00377,i2299
a00377,i22910
a00377,i22911
a00377,i4941
a00377,i20045
a00377,i20221
a00378,i2536
a00378,i250
a00378,i33
a00378,i36
a00378,i37
a00378,i325
a00378,i135
a00378,i26
a00378,i66
a00378,i623
a00378,i641
a00378,i643
a00378,i644
a00378,i73
a00378,i15625
a00378,i744
a00378,i148
a00378,i451
a00378,i136
a00378,i1046
a00378,i725
a00378,i27
a00378,i210
a00378,i211
a00378,i212
a00378,i213
a00378,i215
a00379,i19250
a00379,i281
a00379,i1764
a00379,i16440
a00379,i6016
a00379,i2721
a00379,i18322
a00379,v01045
a00379,i5833
a00379,i3321
a00379,v00353
a00379,i826
a00379,i539
a00379,i1686
a00379,i16925
a00379,i16926
a00380,i18520
a00380,i4941
a00380,i14618
a00380,i3110
a00380,i612
a00380,i202
a00380,i13810
a00380,i17131
a00380,i14639
a00380,i13842
a00380,i1542
a00380,i14511
a00380,i14128
a00380,i13749
a00380,i23127
a00380,i14531
a00380,i616
a00380,i3817
a00380,i14530
a00380,i20721
a00380,i20724
a00380,i14543
a00380,i1468
a00380,i3711
a00380,i13825
a00380,i14039
a00380,i1398
a00380,i16730
a00381,i1949
a00381,i27
a00381,i210
a00381,i211
a00381,i212
a00381,i213
a00381,i214
a00381,i215
a00381,i216
a00381,i217
a00381,i218
a00381,i220
a00381,i221
a00381,i222
a00381,i224
a00381,s00138
a00381,i26030
a00381,i310
a00381,i19027
a00381,i557
a00381,i227
a00382,s00334
a00382,v01045
a00382,i5450
a00382,i21810
a00382,i571
a00382,s00819
a00382,s22
a00383,i66
a00383,i623
a00383,i641
a00383,i643
a00383,i644
a00383,i73
a00383,i135
a00383,i542
a00383,i543
a00383,i137
a00383,i538
a00383,i26
a00383,i506
a00383,i504
a00383,i278
a00383,i501
a00383,i725
a00383,i540
a00383,i20220
a00383,i59
a00383,i2926
a00383,i726
a00383,i728
a00383,i744
a00383,i546
a00383,i529
a00384,i5445
a00384,i1578
a00384,i2274
a00384,i1579
a00384,i1046
a00384,i2318
a00384,i5446
a00384,i6042
a00384,i2275
a00384,i26530
a00384,i725
a00384,i113
a00384,i1958
a00384,i5834
a00384,i5447
a00384,i20220
a00384,i25341
a00384,i552
a00384,i16918
a00384,i1624
a00384,i5448
a00384,i19514
a00384,i148
a00384,i20223
a00384,i20225
a00385,i20043
a00385,i21843
a00385,i5721
a00385,i21844
a00385,i3349
a00385,i921
a00385,i20819
a00385,i25044
a00385,i20044
a00385,i342
a00385,i568
a00385,i21839
a00385,i19718
a00385,i25046
a00385,i2276
a00385,i20821
a00385,i19321
a00385,i15821
a00385,i20820
a00385,i23113
a00385,i2207
a00385,i2208
a00385,i22013
a00385,i22012
a00385,i22016
a00386,i5721
a00386,i21812
a00386,i21739
a00386,i21839
a00386,i301
a00386,i17843
a00386,i19840
a00386,i20043
a00386,i21444
a00386,i21746
a00386,i036
a00386,i2191
a00386,i5912
a00386,i342
a00386,i79
a00386,i710
a00386,i21740
a00386,i17936
a00386,i571
a00386,i6113
a00386,i219
a00386,i21537
a00386,i726
a00386,i728
a00386,i717
a00386,i23236
a00387,i5036
a00387,s132
a00387,i18543
a00387,i2024
a00387,i20843
a00387,i19114
a00387,i1934
a00387,v01214
a00387,i16547
a00387,i24925
a00387,i20219
a00387,i4920
a00388,i16728
a00388,i6034
a00388,i16126
a00388,i697
a00388,i20420
a00388,i25218
a00388,i16150
a00388,i19441
a00388,i19015
a00388,i2185
a00388,i1142
a00388,i23644
a00388,i21740
a00388,s00345
a00388,i19129
a00388,i24639
a00389,s00536
a00389,i6636
a00389,v00250
a00389,s79
a00389,i5717
a00389,i5643
a00389,i16713
a00389,i26541
a00389,i13814
a00389,s00881
a00389,s00446
a00389,i15634
a00389,i20519
a00389,i15350
a00389,i4419
a00390,i19147
a00390,i2451
a00390,i1618
a00390,i16435
a00390,i16133
a00390,i22834
a00390,i24643
a00390,i22829
a00390,i20816
a00390,i3224
a00390,i947
a00390,i21134
a00390,i20915
a00390,i20916
a00390,i19310
a00390,i16641
a00390,i2274
a00390,i125
a00391,i20046
a00391,i6636
a00391,i16435
a00391,i14623
a00391,i3835
a00391,i14712
a00391,i16133
a00391,i14239
a00391,i1767
a00391,i411
a00391,i14540
a00391,i947
a00391,i1618
a00391,i19349
a00391,i132
a00391,i14330
a00391,i3849
a00391,i1991
a00391,i19147
a00391,i2274
a00391,i2451
a00391,i1640
a00391,i638
a00391,i640
a00391,i22834
a00392,i13814
a00392,v00250
a00392,s00446
a00392,i3732
a00392,i25227
a00392,i14022
a00392,i13818
a00392,i038
a00392,i1224
a00392,i1213
a00392,i6617
a00392,i14025
a00392,i14023
a00392,i14024
a00392,i5919
a00392,i4419
a00392,i545
a00393,i24631
a00393,i25134
a00393,i20828
a00393,i1227
a00393,i25335
a00393,i25834
a00393,i3245
a00393,i19119
a00393,i16922
a00393,i112
a00393,i21733
a00394,i104
a00394,i24643
a00394,i113
a00394,i1618
a00394,i19147
a00394,i132
a00394,i19116
a00394,i112
a00394,i20046
a00394,i1415
a00394,i20816
a00394,i1227
a00394,i19112
a00394,i1918
a00394,i125
a00395,i3114
a00395,s00704
a00395,i1415
a00395,i1730
a00395,i361
a00395,i1736
a00395,i2311
a00395,s00921
a00395,i1912
a00395,i20816
a00395,i2313
a00396,i3114
a00396,i2311
a00396,i1415
a00396,i361
a00396,i16638
a00396,i2838
a00396,i1730
a00396,s00704
a00396,i20816
a00396,i1912
a00396,i19147
a00396,i113
a00396,i6138
a00396,i1736
a00396,i2451
a00396,i24631
a00397,i1415
a00397,i1730
a00397,i2311
a00397,i104
a00397,i25743
a00397,s00921
a00397,i5447
a00397,i3114
a00397,s00364
a00397,i6226
a00397,i20035
a00398,i2525
a00398,v01608
a00398,i20919
a00398,i21749
a00398,i16632
a00398,s10
a00398,i19715
a00398,i16546
a00398,i6435
a00398,i19639
a00399,s00657
a00399,s00704
a00399,s00644
a00399,s00730
a00399,s00731
a00399,s00648
a00399,s00525
a00399,s00652
a00399,s00719
a00399,i1415
a00399,s00797
a00399,i6827
a00399,s00364
a00399,s00655
a00400,i1618
a00400,i16435
a00400,s79
a00400,i1139
a00400,s00357
a00400,i19147
a00400,i20915
a00400,i20916
a00400,i19923
a00400,i1221
a00401,i6911
a00401,i2838
a00401,s00932
a00401,i2042
a00401,i2623
a00401,i20010
a00401,i20414
a00401,i2534
a00401,i1393
a00401,s00283
a00401,i19026
a00401,s00333
a00401,i16439
a00401,i5341
a00401,i18318
a00401,i177
a00401,i2178
a00401,i16135
a00401,i26031
a00401,i4044
a00401,i2549
a00401,i19450
a00402,i19450
a00402,i2501
a00402,i5650
a00402,i177
a00402,i20815
a00402,i24628
a00402,i1036
a00402,i6647
a00403,i20238
a00403,i19142
a00403,i124
a00403,i3236
a00403,i16728
a00403,i2352
a00403,i697
a00403,i25541
a00403,i2939
a00403,i20420
a00403,i2006
a00403,i2164
a00403,i4117
a00403,i20910
a00403,i24640
a00403,i16150
a00403,i15638
a00403,i5934
a00404,i2562
a00404,i25346
a00404,i16150
a00404,i20238
a00404,i21733
a00404,i19142
a00404,i3236
a00404,i1949
a00404,i1592
a00404,i2164
a00404,i25336
a00404,i1028
a00404,i6912
a00404,i6034
a00404,i17724
a00404,i2048
a00404,i6049
a00404,i25541
a00404,i2504
a00404,i2484
a00404,i5912
a00405,i6028
a00405,s129
a00405,s00971
a00405,s00418
a00405,i21739
a00405,i557
a00405,i5831
a00405,s00479
a00405,i5037
a00405,i4432
a00405,i21746
a00406,s22
a00406,s00434
a00406,s27
a00406,s00971
a00406,s129
a00406,s119
a00407,i2376
a00407,i697
a00407,i24639
a00407,i5629
a00407,i1028
a00407,i2275
a00407,i5628
a00407,i5834
a00407,i1888
a00407,i5625
a00407,s00283
a00407,v00649
a00407,i16632
a00407,i113
a00407,i5626
a00407,i19513
a00407,i1046
a00408,s00458
a00408,i19410
a00408,i1943
a00408,i587
a00408,i1595
a00408,i652
a00408,i193
a00408,i23618
a00408,i7028
a00408,i16129
a00408,i1549
a00408,i2721
a00408,i20929
a00408,i545
a00408,s00484
a00408,s00485
a00408,i1948
a00408,i25133
a00408,i5945
a00408,i20834
a00409,i2484
a00409,i1964
a00409,i2515
a00409,i1595
a00409,i19112
a00409,i20644
a00409,v01641
a00409,i1916
a00409,i18520
a00409,i20031
a00409,i22819
a00410,i16129
a00410,i1036
a00410,i21750
a00410,i2181
a00410,i1622
a00410,i6433
a00410,i6338
a00410,i16341
a00410,i16344
a00410,i1595
a00410,s0044
a00410,i4833
a00410,i1549
a00410,i19410
a00410,i14828
a00410,i16143
a00410,i16311
a00410,i652
a00410,i1943
a00411,i1928
a00411,s00932
a00411,s00370
a00411,i19450
a00411,i4449
a00411,s00283
a00411,i1441
a00411,i20010
a00411,v01471
a00411,i523
a00411,i4443
a00411,s0065
a00411,s00239
a00411,s00454
a00411,s00455
a00411,s00378
a00411,i19616
a00411,i2174
a00411,i2486
a00411,s00171
a00411,i26031
a00411,s00513
a00411,i2822
a00411,i16923
a00411,i16924
a00412,s00434
a00412,s00334
a00412,i20027
a00412,i20644
a00413,i21449
a00413,i26520
a00413,i1410
a00413,i1420
a00413,i2943
a00413,s00856
a00413,s00857
a00413,i21737
a00413,i25127
a00413,i19141
a00413,i4829
a00413,i19015
a00413,v02931
a00413,i22812
a00413,i15848
a00413,i1955
a00413,i26540
a00413,i595
a00413,i19246
a00413,i17743
a00414,s27
a00414,v00649
a00414,i22834
a00414,i5445
a00414,i5834
a00414,i1046
a00414,i5716
a00414,s00689
a00414,i2027
a00414,i25149
a00414,i132
a00414,i504
a00414,i552
a00414,i1917
a00414,i119
a00415,s0076
a00415,s0077
a00415,s015
a00415,v01499
a00415,s125
a00415,s00334
a00415,s00135
a00415,s005
a00415,s016
a00415,s006
a00415,v01009
a00415,s00263
a00415,s004
a00415,v01214
a00415,s00508
a00416,s00964
a00416,s125
a00416,s00661
a00416,v02234
a00416,s22
a00416,s015
a00416,i4425
a00416,s63
a00416,s87
a00416,s88
a00416,v02242
a00416,i20347
a00417,i1626
a00417,i5339
a00418,s27
a00418,v00104
a00418,i4829
a00418,i26530
a00418,i6113
a00418,s00819
a00418,s00790
a00418,i278
a00418,i19112
a00418,i2351
a00419,s00427
a00419,s00492
a00419,s00537
a00419,s00470
a00419,s4
a00419,s45
a00419,s00742
a00419,s00860
a00419,i25431
a00419,i21127
a00419,s00113
a00419,s00964
a00419,s00574
a00419,s00575
a00419,s00276
a00419,i25716
a00419,s00100
a00419,v00307
a00419,s00561
a00419,s0067
a00419,s00544
a00419,s00223
a00419,s00224
a00419,s00249
a00420,i4936
a00420,i4829
a00420,v00104
a00420,i1605
a00420,i1606
a00420,i1615
a00420,i1616
a00420,i1617
a00420,i25543
a00420,i25216
a00420,s00851
a00420,i16022
a00420,i15940
a00420,i15941
a00420,i15942
a00420,i16026
a00420,s00735
a00420,i555
a00420,i3230
a00420,i2717
a00421,i19039
a00421,i25226
a00421,i14828
a00421,i2077
a00421,i1595
a00421,i23615
a00421,s16
a00421,i18520
a00421,i19042
a00421,s00536
a00421,i19041
a00421,s00151
a00421,i115
a00421,i2048
a00421,i21134
a00421,s00420
a00421,i1398
a00421,s79
a00421,i2376
a00421,i21132
a00421,i2721
a00421,i6049
a00422,s00735
a00422,s00831
a00422,s00841
a00422,s00468
a00422,v02681
a00422,s00364
a00422,s27
a00422,v00649
a00423,s00875
a00423,i16050
a00423,i1611
a00423,i1612
a00423,i15940
a00423,i15941
a00423,i15942
a00423,i16022
a00423,i1615
a00423,i1616
a00423,i1617
a00423,i16633
a00423,i2048
a00423,i1605
a00423,i1606
a00423,i1613
a00423,i1614
a00424,i6034
a00424,s28
a00424,i16728
a00424,i20222
a00424,i697
a00424,i2024
a00425,s0076
a00425,s0077
a00425,s00263
a00425,i2095
a00425,s0057
a00425,s00334
a00425,i129
a00425,s00205
a00425,s00434
a00425,s00377
a00425,v01499
a00425,i4435
a00425,i128
a00425,i541
a00425,s125
a00425,i21834
a00425,s00135
a00425,i557
a00425,i19439
a00425,i19840
a00426,s00334
a00426,s00263
a00426,s0076
a00426,s0077
a00426,i21823
a00426,i21827
a00426,s87
a00426,i2191
a00426,i5330
a00426,i19840
a00426,s00135
a00426,s0057
a00426,i2185
a00426,i129
a00427,s00657
a00427,s00644
a00427,s124
a00427,s00648
a00427,i19917
a00427,s00655
a00427,s00735
a00427,s00561
a00427,s00652
a00427,s00740
a00427,s00741
a00427,s00223
a00427,s00224
a00427,s00797
a00427,s00704
a00427,s0089
a00428,s015
a00428,s016
a00428,s006
a00428,s00344
a00428,s125
a00428,s005
a00428,i3616
a00428,v01499
a00428,i1634
a00428,s00886
a00428,s00956
a00428,s004
a00428,s23
a00428,i15539
a00428,i4429
a00428,i5728
a00428,i2605
a00428,s00367
a00428,s00293
a00428,s00370
a00428,s00891
a00428,s00442
a00428,i4425
a00429,i25143
a00429,i558
a00429,i26546
a00429,i19732
a00429,i2139
a00429,i3430
a00429,i3443
a00429,i25119
a00429,s23
a00429,i19440
a00429,i7024
a00429,v01028
a00429,i21312
a00429,i1041
a00429,i16827
a00429,s00134
a00429,i25145
a00429,s00232
a00429,i5343
a00429,i6920
a00429,i25214
a00429,i197
a00429,i1887
a00429,s72
a00429,i21648
a00429,i21643
a00429,i25250
a00430,s00962
a00430,s00963
a00430,s00780
a00430,v01104
a00430,s00789
a00430,i2119
a00430,v01091
a00430,v01537
a00430,i2642
a00430,i2643
a00430,i2644
a00430,i2645
a00430,i2646
a00430,i2647
a00430,v00045
a00430,v01345
a00430,v03218
a00430,v00973
a00430,v01284
a00430,v01787
a00430,s00435
a00430,i2120
a00430,i1654
a00430,i1698
a00430,v01613
a00430,v01497
a00430,s93
a00430,i6328
a00431,s00411
a00431,s00412
a00431,s00426
a00431,i22710
a00431,s00311
a00431,v02512
a00431,i22424
a00431,i22421
a00431,s00387
a00431,s00472
a00431,i26723
a00431,i25242
a00431,i25243
a00431,i25244
a00431,s00709
a00431,s00509
a00431,s00888
a00431,s00889
a00431,i3450
a00431,i2737
a00431,i19732
a00431,s00211
a00431,s00727
a00431,i18623
a00431,i2217
a00431,i2218
a00431,v01328
a00432,s00243
a00432,s0068
a00432,s00537
a00432,s00496
a00432,i1441
a00432,s00443
a00432,s00482
a00432,s00376
a00432,i14635
a00432,s00268
a00432,s00610
a00432,s00401
a00432,i16923
a00432,i16924
a00432,s00492
a00432,s00860
a00432,s00365
a00432,s00190
a00432,s00277
a00432,i14634
a00432,s00433
a00432,s00175
a00432,s00106
a00432,s00629
a00432,s00238
a00432,s00340
a00432,s00316
a00432,v00687
a00433,s23
a00433,i26546
a00433,s53
a00433,i2139
a00433,i16827
a00433,i21312
a00433,s93
a00433,s00156
a00433,i20739
a00433,s00560
a00433,i19732
a00433,v02132
a00433,v01028
a00433,s0010
a00433,i197
a00433,s00288
a00433,v01567
a00433,i25325
a00433,s00583
a00433,v00045
a00433,s00962
a00433,s00963
a00433,i25143
a00434,v01499
a00434,s125
a00434,s015
a00434,s00621
a00434,i1634
a00434,s00956
a00434,i4435
a00434,s00311
a00434,s00161
a00434,s00162
a00435,i16616
a00435,i2369
a00435,s00655
a00435,i2364
a00435,s00598
a00435,s00599
a00435,i23537
a00435,i6138
a00435,i23535
a00435,i6031
a00435,i23526
a00435,i3513
a00435,s00567
a00435,s00704
a00435,i3514
a00435,i3444
a00435,s00690
a00435,i25826
a00435,s00730
a00435,s00731
a00436,s125
a00436,s00370
a00436,s00326
a00436,s00426
a00436,s00411
